,Date,Station,TowTime,Tide,BottomDepth,CableOut,Duration,NetMeterSerial,NetMeterStart,NetMeterEnd,NetMeterCheck,trawl_key,Temp,TopEC,BottomEC,Secchi,Turbidity,Lat,Long,Catch,1/4 Subsampled,1/2 Subsampled,CatchID,3mm,4mm,5mm,6mm,7mm,8mm,9mm,10mm,11mm,12mm,13mm,14mm,15mm,16mm,17mm,18mm,19mm,20mm,21mm,22mm,23mm,24mm,25mm,26mm,27mm,28mm,29mm,30mm,kfactor,TopSal,BottomSal,Volume,dens_3-5,dens_6-7,dens_8-9,dens_10-11,dens_12-13,dens_14+,dens_21+,lat_dd,lon_dd,lat_dd_stn,lon_dd_stn,lfs_region,lfs_region_num,dn,Year,Month,survey_num,dens_gt_12
10,1/6/2009 0:00,815,1899-12-30 08:44:00,4,13,60,10,21920,288622,309536,20914,20090106_815,7.7,496,500,94,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.363147858,0.366101273,205.7396346,0,0,0,0,0,0,0,,,38.08,-121.5698056,Central_Delta_and_Franks_Tract,0,733413.3639,2009,1,1,0
11,1/6/2009 0:00,812,1899-12-30 09:12:00,4,21,90,10,21920,309543,327407,17864,20090106_812,7.7,800,800,52,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.596626273,0.596418252,175.735528,0,0,0,0,0,0,0,,,38.09030556,-121.6405,Central_Delta_and_Franks_Tract,0,733413.3833,2009,1,1,0
12,1/6/2009 0:00,705,1899-12-30 10:06:00,4,18,75,10,21920,327408,348191,20783,20090106_705,8,548,640,50,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.39927757,0.468901823,204.4509336,0,0,0,0,0,0,0,,,38.08711111,-121.7091667,Confluence,5,733413.4208,2009,1,1,0
13,1/6/2009 0:00,707,1899-12-30 10:23:00,4,34,125,10,21920,348212,367870,19658,20090106_707,8.1,1109,1085,35,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.829644961,0.810419988,193.3838451,0,0,0,0,0,0,0,,,38.1135,-121.7075,Confluence,5,733413.4326,2009,1,1,0
14,1/6/2009 0:00,711,1899-12-30 10:50:00,4,17,75,10,21920,367873,388016,20143,20090106_711,7.9,246,263,59,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.175397701,0.187781595,198.1549899,0,0,0,0,0,0,0,,,38.17880556,-121.6653056,Confluence,5,733413.4514,2009,1,1,0
15,1/6/2009 0:00,716,1899-12-30 11:18:00,4,44,155,10,21920,388061,408782,20721,20090106_716,8.1,239,232,77,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.169345908,0.164151845,203.8410141,0,0,0,0,0,0,0,,,38.25827778,-121.6916389,Cache_Slough_Complex,4,733413.4708,2009,1,1,0
16,1/6/2009 0:00,723,1899-12-30 11:34:00,4,40,155,10,21920,408787,430127,21340,20090106_723,8,242,242,68,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.171998812,0.171887224,209.9303721,0,0,0,0,0,0,0,,,38.2425,-121.6697222,Cache_Slough_Complex,4,733413.4819,2009,1,1,0
17,1/6/2009 0:00,706,1899-12-30 12:20:00,2,35,140,10,21920,430149,449251,19102,20090106_706,9.1,2080,5250,58,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,1.561794294,4.169341576,187.914244,0,0,0,0,0,0,0,,,38.08519444,-121.7506944,Confluence,5,733413.5139,2009,1,1,0
18,1/6/2009 0:00,704,1899-12-30 12:40:00,2,32,125,10,21920,449251,467047,17796,20090106_704,9.3,3604,8030,40,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,2.778935195,6.536398819,175.066584,0,0,0,0,0,0,0,,,38.06916667,-121.7752778,Confluence,5,733413.5278,2009,1,1,0
19,1/6/2009 0:00,703,1899-12-30 12:56:00,2,10,60,10,21920,467047,487348,20301,20090106_703,9.2,1966,7230,70,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,1.467617204,5.858295984,199.709301,0,0,0,0,0,0,0,,,38.04219444,-121.7952222,Confluence,5,733413.5389,2009,1,1,0
20,1/7/2009 0:00,804,1899-12-30 08:48:00,4,39,140,10,21920,487392,510571,23179,20090107_804,7.6,3946,4695,70,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,3.210455155,3.860831165,228.0213727,0,0,0,0,0,0,0,,,38.01819444,-121.797,Confluence,5,733414.3667,2009,1,1,0
21,1/7/2009 0:00,801,1899-12-30 09:21:00,4,24,90,10,21920,510571,531443,20872,20090107_801,7.9,6730,8760,50,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,5.628709516,7.467368719,205.3264633,0,0,0,0,0,0,0,,,38.04369444,-121.844,Confluence,5,733414.3896,2009,1,1,0
22,1/7/2009 0:00,513,1899-12-30 09:53:00,4,21,90,10,21920,531463,551218,19755,20090107_513,8,8020,13790,59,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,6.774703898,12.15236644,194.3380741,0,0,0,0,0,0,0,,,38.05830556,-121.868,Confluence,5,733414.4118,2009,1,1,0
23,1/7/2009 0:00,508,1899-12-30 10:21:00,4,58,155,10,21920,551218,574023,22805,20090107_508,8.2,12470,18050,43,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,10.84009493,16.17719654,224.3421807,0,0,0,0,0,0,0,,,38.0455,-121.9188056,Suisun_Bay,6,733414.4313,2009,1,1,0
24,1/7/2009 0:00,519,1899-12-30 10:43:00,4,9,45,10,21920,574021,594204,20183,20090107_519,8.3,16220,15890,40,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,14.37351823,14.05421099,198.5484864,0,0,0,0,0,0,0,,,38.07230556,-121.9596944,Suisun_Bay,6,733414.4465,2009,1,1,0
25,1/7/2009 0:00,501,1899-12-30 11:09:00,4,21,90,10,21920,594210,614300,20090,20090107_501,8.5,19580,21440,48,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,17.54266551,19.36360126,197.6336071,0,0,0,0,0,0,0,,,38.08822222,-122.0035833,Suisun_Bay,6,733414.4646,2009,1,1,0
26,1/8/2009 0:00,610,1899-12-30 09:10:00,4,17,75,10,21920,614320,634185,19865,20090108_610,8.1,9900,10100,55,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,8.473525481,8.655828364,195.4201894,0,0,0,0,0,0,0,,,38.11880556,-121.8891944,Suisun_Marsh,8,733415.3819,2009,1,1,0
27,1/8/2009 0:00,609,1899-12-30 09:41:00,4,34,125,10,21920,634221,654653,20432,20090108_609,8.4,12580,12580,50,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,10.88162703,10.87586446,200.998002,0,0,0,0,0,0,0,,,38.16719444,-121.938,Suisun_Marsh,8,733415.4035,2009,1,1,0
28,1/8/2009 0:00,606,1899-12-30 10:11:00,4,28,110,10,21920,654653,675535,20882,20090108_606,8.6,15750,16460,50,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,13.80402804,14.47512719,205.4248374,0,0,0,0,0,0,0,,,38.16947222,-122.0256667,Suisun_Marsh,8,733415.4243,2009,1,1,0
29,1/8/2009 0:00,602,1899-12-30 10:37:00,4,10,60,10,21920,675535,694680,19145,20090108_602,8.9,24120,23780,49,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,21.78765621,21.44817167,188.3372527,0,0,0,0,0,0,0,,,38.114,-122.0461944,Suisun_Bay,6,733415.4424,2009,1,1,0
30,1/8/2009 0:00,418,1899-12-30 11:00:00,4,35,140,10,21920,694698,714067,19369,20090108_418,9.5,28850,34480,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,26.08518718,31.754238,190.540833,0,0,0,0,0,0,0,,,38.06480556,-122.0978056,Suisun_Bay,6,733415.4583,2009,1,1,0
31,1/8/2009 0:00,405,1899-12-30 11:21:00,4,10,60,10,21920,714088,733437,19349,20090108_405,9.6,28040,33970,75,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,25.20933075,31.15725764,190.3440848,0,0,0,0,0,0,0,,,38.03969444,-122.1505,Carquinez_Strait,7,733415.4729,2009,1,1,0
32,1/8/2009 0:00,411,1899-12-30 12:00:00,2,14,60,10,21920,734569,753040,18471,20090108_411,9.6,28280,33300,80,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,25.44704709,30.47503884,181.7068371,0,0,0,0,0,0,0,,,38.05130556,-122.0833056,Suisun_Bay,6,733415.5,2009,1,1,0
33,1/8/2009 0:00,504,1899-12-30 12:27:00,2,31,125,10,21920,753281,772676,19395,20090108_504,9.2,21600,26830,67,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,19.14714537,24.27360565,190.7966057,0,0,0,0,0,0,0,,,38.06105556,-122.0137222,Suisun_Bay,6,733415.5188,2009,1,1,0
34,1/8/2009 0:00,520,1899-12-30 12:58:00,2,50,155,10,21920,772619,792367,19748,20090108_520,8.5,11160,15360,67,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,9.533554094,13.4610589,194.2692122,0,0,0,0,0,0,0,,,38.03280556,-121.8693056,Confluence,5,733415.5403,2009,1,1,0
35,1/20/2009 0:00,809,1899-12-30 08:22:00,4,40,155,10,21920,792375,812648,20273,20090120_809,8.7,1540,1625,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,1.150977842,1.217044173,199.4338535,0,0,0,0,0,0,0,,,38.0525,-121.6891944,Confluence,5,733427.3486,2009,1,2,0
36,1/20/2009 0:00,901,1899-12-30 08:41:00,4,10,45,10,21920,812725,830557,17832,20090120_901,8.9,1004,1030,111,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.731166046,0.750841498,175.4207308,0,0,0,0,0,0,0,,,38.04827778,-121.59525,Central_Delta_and_Franks_Tract,0,733427.3618,2009,1,2,0
37,1/20/2009 0:00,902,1899-12-30 08:59:00,4,28,110,10,21920,830557,850286,19729,20090120_902,8.7,850,854,137,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.617961055,0.620713348,194.0823013,0,0,0,0,0,0,0,,,38.01919444,-121.5821944,South_Delta,3,733427.3743,2009,1,2,0
38,1/20/2009 0:00,915,1899-12-30 09:21:00,4,32,125,10,21920,850286,867260,16974,20090120_915,9.1,764,767,121,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.546881855,0.548838517,166.9802313,0,0,0,0,0,0,0,,,37.9425,-121.5635,South_Delta,3,733427.3896,2009,1,2,0
39,1/20/2009 0:00,918,1899-12-30 09:49:00,4,23,90,10,21920,867260,885832,18572,20090120_918,9.1,727,730,123,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.519350298,0.521389453,182.7004157,0,0,0,0,0,0,0,,,37.85930556,-121.5688056,South_Delta,3,733427.409,2009,1,2,0
40,1/20/2009 0:00,914,1899-12-30 10:34:00,4,38,140,10,21920,885832,905837,20005,20090120_914,9.3,603,598,198,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.425306607,0.421396714,196.7974271,0,0,0,0,0,0,0,,,37.9715,-121.52,South_Delta,3,733427.4403,2009,1,2,0
41,1/20/2009 0:00,910,1899-12-30 11:08:00,1,41,155,10,21920,905837,927481,21644,20090120_910,9.6,539,568,200,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.375520042,0.396220056,212.9209453,0,0,0,0,0,0,0,,,38.00180556,-121.4486944,South_Delta,3,733427.4639,2009,1,2,0
42,1/20/2009 0:00,912,1899-12-30 11:31:00,4,41,155,10,21920,927481,947036,19555,20090120_912,9.4,1040,1023,200,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.748174064,0.734924495,192.3705917,0,0,0,0,0,0,0,,,37.966,-121.3673056,South_Delta,3,733427.4799,2009,1,2,0
43,1/20/2009 0:00,906,1899-12-30 12:11:00,4,40,155,10,21920,947036,965655,18619,20090120_906,9.3,490,524,199,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.343039496,0.36747037,183.162774,0,0,0,0,0,0,0,,,38.05169444,-121.509,Central_Delta_and_Franks_Tract,0,733427.5076,2009,1,2,0
44,1/20/2009 0:00,919,1899-12-30 12:36:00,1,27,110,10,21920,965655,983800,18145,20090120_919,9.7,305,304,160,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.208171708,0.207384462,178.4998407,0,0,0,0,0,0,0,,,38.10480556,-121.492,North_and_South_Forks_Mokelumne_River,2,733427.525,2009,1,2,0
45,1/21/2009 0:00,815,1899-12-30 07:17:00,4,40,155,10,21920,983818,4504,20686,20090121_815,9.1,513,589,200,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026873027,0.361689977,0.417088962,205.6813115,0,0,0,0,0,0,0,,,38.08,-121.5698056,Central_Delta_and_Franks_Tract,0,733428.3035,2009,1,2,0
46,1/21/2009 0:00,812,1899-12-30 07:37:00,4,21,90,10,21920,4505,24452,19947,20090121_812,8.7,906,885,155,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.660480162,0.64429986,196.2268572,0,0,0,0,0,0,0,,,38.09030556,-121.6405,Central_Delta_and_Franks_Tract,0,733428.3174,2009,1,2,0
47,1/21/2009 0:00,705,1899-12-30 08:10:00,4,20,90,10,21920,24452,42662,18210,20090121_705,9,902,998,113,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.651988302,0.724359188,179.1392725,0,0,0,0,0,0,0,,,38.08711111,-121.7091667,Confluence,5,733428.3403,2009,1,2,0
48,1/21/2009 0:00,716,1899-12-30 08:42:00,4,40,155,10,21920,43279,64148,20869,20090121_716,9.9,282,297,119,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.191046344,0.201357655,205.296951,0,0,0,0,0,0,0,,,38.25827778,-121.6916389,Cache_Slough_Complex,4,733428.3625,2009,1,2,0
49,1/21/2009 0:00,723,1899-12-30 09:32:00,4,23,110,10,21920,64148,83972,19824,20090121_723,10.3,234,231,200,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.156131414,0.154030321,195.0168555,0,0,0,0,0,0,0,,,38.2425,-121.6697222,Cache_Slough_Complex,4,733428.3972,2009,1,2,0
50,1/21/2009 0:00,711,1899-12-30 10:12:00,4,17,75,10,21920,83977,102140,18163,20090121_711,9.7,262,267,200,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,0.178121049,0.181558389,178.6769142,0,0,0,0,0,0,0,,,38.17880556,-121.6653056,Confluence,5,733428.425,2009,1,2,0
51,1/21/2009 0:00,707,1899-12-30 10:36:00,4,36,140,10,21920,102157,119098,16941,20090121_707,9.6,1455,3284,110,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,1.057654092,2.495467428,166.6555967,0,0,0,0,0,0,0,,,38.1135,-121.7075,Confluence,5,733428.4417,2009,1,2,0
52,1/21/2009 0:00,706,1899-12-30 10:55:00,4,37,140,10,21920,119098,136330,17232,20090121_706,9.3,1850,5620,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,1.372743792,4.458944933,169.5182836,0,0,0,0,0,0,0,,,38.08519444,-121.7506944,Confluence,5,733428.4549,2009,1,2,0
53,1/21/2009 0:00,704,1899-12-30 11:17:00,4,39,140,10,21920,136335,156838,20503,20090121_704,9.5,9970,11660,70,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,8.208390628,9.713541101,201.6964582,0,0,0,0,0,0,0,,,38.06916667,-121.7752778,Confluence,5,733428.4701,2009,1,2,0
54,1/21/2009 0:00,703,1899-12-30 11:32:00,4,8,45,10,21920,156837,175217,18380,20090121_703,9.7,6540,7860,87,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,5.189327179,6.319644752,180.8116326,0,0,0,0,0,0,0,,,38.04219444,-121.7952222,Confluence,5,733428.4806,2009,1,2,0
55,1/22/2009 0:00,804,1899-12-30 08:00:00,3,33,125,10,21920,177004,197716,20712,20090122_804,9.3,6700,4787,120,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,5.384935705,3.757257612,203.7524773,0,0,0,0,0,0,0,,,38.01819444,-121.797,Confluence,5,733429.3333,2009,1,2,0
56,1/22/2009 0:00,801,1899-12-30 08:23:00,3,25,110,10,21920,197716,219133,21417,20090122_801,9.3,5710,8460,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,4.537951939,6.914061864,210.6878528,0,0,0,0,0,0,0,,,38.04369444,-121.844,Confluence,5,733429.3493,2009,1,2,0
57,1/22/2009 0:00,513,1899-12-30 08:45:00,4,50,155,10,21920,219139,241504,22365,20090122_513,9.3,8090,13530,102,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,6.592158594,11.47089111,220.0137194,0,0,0,0,0,0,0,,,38.05830556,-121.868,Confluence,5,733429.3646,2009,1,2,0
58,1/22/2009 0:00,508,1899-12-30 09:06:00,4,50,155,10,21920,241504,263981,22477,20090122_508,9.4,10000,18140,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,8.257954877,15.72737434,221.1155095,0,0,0,0,0,0,0,,,38.0455,-121.9188056,Suisun_Bay,6,733429.3792,2009,1,2,0
59,1/22/2009 0:00,519,1899-12-30 09:30:00,4,10,60,10,21920,263981,284331,20350,20090122_519,9.6,13700,19640,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,11.53912086,17.06462118,200.1913342,0,0,0,0,0,0,0,,,38.07230556,-121.9596944,Suisun_Bay,6,733429.3958,2009,1,2,0
60,1/22/2009 0:00,501,1899-12-30 09:53:00,4,29,110,10,21920,284331,302883,18552,20090122_501,9.9,20810,22830,83,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,18.02923151,19.94267586,182.5036674,0,0,0,0,0,0,0,,,38.08822222,-122.0035833,Suisun_Bay,6,733429.4118,2009,1,2,0
61,1/22/2009 0:00,504,1899-12-30 10:17:00,4,24,90,10,21920,302883,322559,19676,20090122_504,9.8,19570,24090,95,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,16.90679795,21.21140277,193.5609185,0,0,0,0,0,0,0,,,38.06105556,-122.0137222,Suisun_Bay,6,733429.4285,2009,1,2,0
62,1/22/2009 0:00,520,1899-12-30 11:16:00,4,42,155,10,21920,322559,339886,17327,20090122_520,9.6,13320,15570,90,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,11.19292344,13.24824053,170.4528377,0,0,0,0,0,0,0,,,38.03280556,-121.8693056,Confluence,5,733429.4694,2009,1,2,0
63,1/23/2009 0:00,610,1899-12-30 08:17:00,2,15,75,10,21920,339999,358048,18049,20090123_610,9.5,9150,10460,46,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265876,7.483638545,8.642167193,177.5554492,0,0,0,0,0,0,0,,,38.11880556,-121.8891944,Suisun_Marsh,8,733430.3451,2009,1,2,0
